title,skills_desc,application_url,description
Inventory Control Specialist,nan,https://careers.flooranddecor.com/us/en/job/FADFADUSR036821EXTERNALENUS/Inventory-Control-Specialist?utm_source=linkedin&utm_medium=phenom-feeds,pay range 17 17 25 23 purpose this position is responsible for the accuracy and integrity of the store s inventory full time and part time positions available minimum eligibility requirements one year of inventory control experience in a big box retail company or an equivalent combination of education and experience sufficient to perform the essential functions of the job as determined by the company demonstrated point of sale analysis and reporting experience business analysis experience is a plus intermediate computer skills including microsoft office suite must be detail oriented and highly organized must possess excellent customer service skills and work well under pressure ability to multi task meet deadlines and work in a fast paced environment essential functions demonstrate a thorough understanding and compliance with the company s safe lifting practices standard operating procedures follow the daily cycle count and category review calendar research all inventory related discrepancies and make appropriate adjustments in the inventory system review shipping and receiving documents for accuracy bring to the attention of the department managers immediately any discrepancies noticed in tagging or skuing of merchandise audit the bfr daily in accordance with the inventory control sop audit incoming and outgoing trucks randomly audit the sor process in accordance with the return of sale sop audit the srr process in accordance with the return of sale sop for voids and partial voids audit the rtv process to ensure rtv s are being processed per sop audit to ensure the security of the facility by notifying management of any issues audit the customer merchandise storage area weekly in accordance with the customer storage sop and timely resolve any issues with the cem and operations manager provide assistance to the operations manager during any physical inventory period ensure that the sample tape is applied to all wood boxes that have been written off to sam if not notify the department manager to immediately address run the osdr report for dmg rtv va dis wo chr prv use lf stl web and sam monthly to ensure correct movement of merchandise was done and correct any discrepancies document report of findings corrections submit to the operations manager for review both initial and archive monthly in the cycle count drawer check a minimum of 10 customer receipts daily and randomly either pickup and or take with tickets any discrepancies adjust immediately and notify cem operations manager of mistake s communicate to store management team the discrepancies found in the day s ccyl and propose solutions to fix the issues which may have caused and or potential may cause shrink via e mail failure to fix the outstanding issues upon your follow up you will need to notify the cem operations manager immediately maintain all cycle count paperwork per sop follow up to ensure that all changes were implemented working conditions travel hours environment while performing the duties of this job the employee is frequently exposed to a warehouse environment and moving vehicles the noise level in the work environment is typically moderate to noisy physical sensory requirements medium work ability to exert 20 50 pounds of force occasionally and or 10 25 pounds of force frequently and or greater than negligible up to 10 pounds of force constantly to lift carry push pull or otherwise move objects the employee is often required to use their hands and fingers to handle or feel the employee is occasionally required to stand walk reach with arms and hands climb or balance and to stoop kneel crouch or crawl store hours monday friday 7 00 am 7 00 pm saturday 8 00 am 7 00 pm sunday 10 00 am 6 00 pm benefits rewards bonus opportunities at every levelcareer advancement opportunitiesrelocation opportunities across the country401k with discretionary company matchemployee stock purchase planreferral bonus programa personal holiday and volunteer time off programmedical dental vision life and other insurance plans subject to eligibility criteria equal employment opportunity floor decor provides equal employment opportunities to all associates and applicants without regard to age race color religion or creed national origin or ancestry sex including pregnancy sexual orientation gender gender identity disability veteran status genetic information ethnicity citizenship or any other category protected by law this policy applies to all areas of employment including recruitment testing screening hiring selection for training upgrading transfer demotion layoff discipline termination compensation benefits and all other privileges terms and conditions of employment this policy and the law prohibit employment discrimination against any associate or applicant on the basis of any legally protected status outlined above r036821
Substance Abuse Program Coordinator,nan,https://www.governmentjobs.com/careers/northcarolina/jobs/4472847/substance-abuse-program-coordinator,description of work this position is currently located at craggy correctional institute but may serve at other nearby units locations the alcoholism and chemical dependency program acdp staff plans administers and coordinates chemical dependency screening and substance use disorder treatment services within the department of adult correction substance abuse counselors are the front line for the prison treatment programs for acdp they develop implement and coordinate treatment plans for each client other responsibilities include intake assessment gathering social histories conducting treatment progress evaluations documenting in opus and preparing discharge summaries sacs also assist clients in developing recovery plans and community support as well as maintaining appropriate participation and progress in attaining treatment goals this position is responsible for the administration and clinical supervision of the alcohol drug treatment staff employees supervised by this position provide all aspects of alcohol drug treatment in a residential setting including intakes and assessments treatment planning documentation of progress client chemical dependency education referral and case management tasks and discharge planning this employee is responsible for developing work schedules assigning tasks supervising and coordinating activities for his her unit with other unit supervisors in order to enhance overall program effectiveness this position is currently located at craggy correctional institute but may serve at other nearby units locations if and when needed this is a full time position 40 hours per week with state benefits note to current state employees state employees are encouraged to apply for positions of interest even if the salary grade is the same as or lower than their current position if selected for this position a new salary will be recalculated taking into consideration the quantity of relevant education and experience funding availability and internal equity based upon these factors a pay increase may result about dac the north carolina department of adult correction is responsible for the care custody and supervision of all adults sentenced after conviction for violating north carolina laws this department includes state institutions correction enterprises the division of community supervision and the division of rehabilitation reentry knowledge skills and abilities competencies the knowledge skills and abilities listed below along with the minimum education and experience requirements are required to qualify for this position we will not review resumes in lieu of the experience and education listed on the application click these links for additional information introduction to the job application and addressing knowledge skills and abilities note these links were created for applicants of dept of adult correction jobs and may not reflect the policies or procedures of other state agencies to qualify for this position applicants must document on the application that they possess all of the following knowledge of the theories or practices of chemical dependency counselingexperience in the assessment treatment and or referral of substance abusing offenders or of clients involved in the criminal justice system knowledge of an electronic system of treatment records and of a spreadsheet applicationapplicants must pass a background check to be eligible for this job minimum education and experience requirements minimum education and experience high school or general educational development ged diploma and four years experience working in a criminal justice environment within a correctional facility jail based substance abuse treatment program or a community based substance treatment program that serves offenders adjudicated through the criminal justice system after credentialing has been obtained necessary special qualifications credentialed as a certified alcohol and drug counselor cadc or in an equivalent credential from a governing authority recognized by the nc addictions specialist professional practice board note to obtain certified status in the cadc credential one must complete three 3 years of counseling under the supervision of a licensed professional and satisfy these requirements of the nc addictions specialist professional practice board out of state applicants with similar credentials from an ic rc member board will also be considered alternatively applicants possessing one of these credentials from a governing authority recognized by the nc addictions specialist professional practice board will be considered licensed clinical addictions specialist lcas licensed clinical mental health counselor lcmhc licensed marriage and family therapist lmft licensed clinical social worker lcsw certified rehabilitation counselor crc applicants possessing one 1 of these credentials will be considered including those in an associate status supplemental and contact information the north carolina department of adult correction dac is an equal opportunity employer who embraces an employment first philosophy which consists of complying with all federal laws state laws and executive orders we are committed to reviewing requests for reasonable accommodation at any time during the hiring process or while on the job dac uses the merit based recruitment and selection plan to fill positions subject to the state human resources act with the most qualified individuals hiring salary will be based on relevant qualifications internal equity and budgetary considerations pertinent to the advertised position it is critical to our screening and salary determination process that applications contain comprehensive information information should be provided in the appropriate areas to include the beginning and ending dates of jobs worked education with the date graduated all work experience and certificates licenses resumes will not be accepted in lieu of completing this application answers to supplemental questions must refer to education or work experience listed on this application to receive credit degrees must be received from appropriately accredited institutions applicants seeking veteran s preference must attach a dd 214 member 4 form certificate of release or discharge from active duty to their applications applicants seeking national guard preference must attach a ngb 23a rpas if they are a current member of the nc national guard in good standing if a former member of the nc national guard who served for at least 6 years and was discharged under honorable conditions they must attach either a dd256 or ngb 22 if applicants earned college credit hours but did not complete a degree program they must attach an unofficial transcript to each application to receive credit for this education if applying for a position certified through the nc dept of justice criminal justice standards division click this link for specific certification requirements correctional probation parole officer certification the nc dept of adult correction must adhere to the us dept of justice final rule on the national standards to prevent detect and respond to prison rape click this link for information on hiring and promotion prohibition requirements for all positions in the nc dept of adult correction prea hiring and promotion prohibitions per nc general statute 143b 972 1 applicants hired into a position certified as a criminal justice officer or justice officer are required to electronically submit fingerprints to the nc state bureau of investigation for a state and national criminal history record check and enrollment in the fbi s next generation identification system criminal justice record of arrest and prosecution background service rap back this is in addition to submitting fingerprints during the application process if you were ever charged with a criminal offense at some point in your life you will be required to provide certified and true copies of warrant s and judgment s for each offense other than a minor traffic violation as a condition of employment even if documentation and charges have previously been reported to this agency due to the volume of applications received we are unable to provide information regarding the status of your application over the phone to check the status of your application please log in to your account and click application status if you are selected for an interview you will be contacted by management if you are no longer under consideration you will receive an email notification for technical issues with your application please call the governmentjobs com applicant support help line at 855 524 5627 if there are any questions about this posting other than your application status please contact lisa byrd at 919 948 7507 or lisa byrd dac nc gov
"Travel Nurse RN - Oncology in New Brunswick, NJ - Excellent Benefits 2024-04-11",nan,https://www.adzuna.com/details/4643605707?v=CC4079898AE7EBCFEB8600D83F2D9283D9D25B3F&r=16236885&frd=0cf722ceadfbaa395b96523ac0bfddb2&ccd=a437afb2a72be6423c596a98e651f493&utm_source=linkedin7&utm_medium=organic&chnlid=1931&title=Travel%20Nurse%20RN%20-%20Oncology%20in%20New%20Brunswick%2C%20NJ%20-%20Excellent%20Benefits%202024-04-11&a=e,travelnursesource is working with favorite healthcare staffing to find a qualified oncology rn in new brunswick new jersey 08901 about the position at favorite healthcare staffing we aspire to learn what thrills you about being a healthcare professional our exceptional recruiters thrive on the challenge of discovering the perfect position for you from day one your dedicated recruiter has your back as you search for your next adventure apply today to join the favorite family favorite healthcare staffing is looking for an experienced oncology registered nurse onc rn for an assignment in new brunswick nj this assignment is for 13 weeks and ideal candidates must have at least one year of recent experience as a n oncology registered nurse oncology registered nurse onc rn position details assignment length 13 weeks location new brunswick nj shift 8 hours days preferred start date 4 28 2024 oncology registered nurse onc rn requirements must have 1 year of recent onc registered nurse experience in the last 18 months active registered nurse license or certification required current bls certification required perks of working with favorite live recruiters customer service tech support 24 7 365 schedule shifts submit timecards on favorite mobile app referral bonus program first day health insurance 401 k retirement plans match license continuing education reimbursement favorite healthcare staffing gives you the opportunity to advance your career develop new skills and experience new things call 913 383 9734 to speak to your favorite recruiter today pay details 2 250 2 400 gross weeklybased on an estimated 36 hours per week about favorite healthcare staffing favorite healthcare staffing part of acacium group takes pride in connecting candidates with jobs that fit their unique needs we place nursing advanced practice and allied healthcare professionals in top rated hospitals clinics and physicians offices across the country with thousands of per diem opportunities local and travel contracts or permanent and temp to perm placement jobs to choose from our recruiters will help you discover the perfect position for you favorite continues to set the industry standard for quality service and integrity in healthcare staffing and services contact us today to find your dream job
Retail Lead- Minnesota Vikings Eagan Training Center,nan,https://fa-exki-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/17946/?utm_medium=jobboard&utm_source=linkedin,job description fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys through an innovative tech infused approach to making and selling fan gear in today s on demand culture fanatics operates more than 300 online and offline stores including the ecommerce business for all major professional sports leagues nfl mlb nba nhl nascar mls pga major media brands nbc sports cbs sports fox sports and more than 200 collegiate and professional team properties which include several of the biggest global soccer clubs manchester united real madrid chelsea manchester city fanatics offers the largest collection of timeless and timely merchandise whether shopping online on your phone in stores in stadiums or on site at the world s biggest sporting events about the team our global fanatics retail in venue and special events business spans north america europe and asia supporting the nba nhl nfl mlb mls ncaa ryder cup uefa leading european football clubs and special sporting events globally our teams create a seamless shopping experience whether you re at home at a game or attending one of the world s biggest sporting events with online mobile and physical retail stores including flagship stores such as the nba and nhl retail stores in new york city professional sports stadium stores college team stores and live events such as the kentucky derby and golf s ryder cup each store or event is designed with a tech infused retail approach and our omni channel operation enabling us to react in near real time to capture all of the great moments in sports to ensure that product is available to fans in the heat of the moment job summary the retail lead part time plays a critical role in the store and or venue assisting the leadership team with creating the ultimate game day and fan experience by leading the front line retail associate team the retail lead will drive results through coaching retail associates to carry out operational excellence expectations the retail lead will be expected to work a part time schedule which will includes days nights weekends extended hours on game days and during events general duties and responsibilities drive sales results by consistent execution of daily operationssupport back of house operations maintain stockroom organizationknowledge of retail operation systems including but not limited to opsuite5 0 online inventory manager pos point of sales and cayan credit card machines partner with leadership team when making decisions including but not limited to revenue targets per cap and upt unit per time work with retail associates to ensure an exemplary fan experiencecommunicate expectations for assignments and projects to retail associatesprovide training and assistance to retail associates as requiredcoach retail associates based on observed job performance and knowledge of operational excellence to ensure an exemplary fan experienceunderstands fanatics values and how they relate to their roleperform manager on duty responsibilities as needed education experience and requirements minimum 18 years of ageminimum one year working in retail or sales preferredability to work independently and responsibly in a fast paced environmentforeign language skills are a plus job knowledge skills and abilities possess a fun outgoing confident professional demeanorprior leadership experience preferred ability to work well with all levels of management build partnerships and coach teamsin partnership with leadership team act decisively to solve problemsability to represent fanatics league team values and standardsability to balance and prioritize multiple projects while remaining calm under pressurestrong communication literacy and numeracy skills physical demands regularly required to sit stand reach bend and move about the facility as neededmust be able to lift and carry up to 30 lbs game day event scheduling may have exposure to various weather elements rainy windy cold high temperatures etc if assigned location is outside of the shop
Technical Account Manager,nan,,senior technical account manager we are seeking a senior technical account manager to play a pivotal role in guiding our client s largest enterprise customers to optimize their utilization of our platform ensuring they attain the expected value in this position you will act as the primary liaison between our clients and internal teams championing customer needs while fostering cohesion across various departments including customer engineering deployment engineering sales marketing and product development location remote north america east coast compensation up to 175k base 50k bonus equity benefits responsibilities guide enterprise clients in accelerating their adoption of our platform ensuring they achieve anticipated value advocate for clients internally representing their interests when collaborating with different teams and partners drive alignment across departments to ensure seamless customer experience and product enhancement requirements 4 years of experience directly engaging with customers and partners in domains such as data science machine learning or data management e g big data analytics data integration major cloud platforms like aws gcp azure 4 years of people management experience in customer success technical consulting professional services or similar customer facing roles proven track record in managing customer portfolios to drive product adoption or delivering complex customer projects
Field Service Technician (Medical Device),nan,https://careers-demant.icims.com/jobs/21219/field-service-technician-%2528medical-device%2529/job?mode=apply&iis=LinkedIn,overview e3 diagnostics is the leading provider of audiology equipment sales and service solutions in the united states with over 30 offices strategically located nationwide and staffed with teams of highly experienced hearing and balance instrument experts we bring a local expertise that is unmatched by any others in the field of audiological instrumentation e3 diagnostics is seeking a field service technician sales service tech to join our team in the regional office in detroit mi this e3 field service technician is the equipment expert that our customers rely on for all their audiological instrumentation needs new equipment solutions technical repairs and nased certified calibration benefits include company vehicle medical dental vision 401 k with match life insurance paid time off pto paid holidays employee perks employee assistance program responsibilities responsible for calibration maintenance equipment repairs and installations on a wide range of audiology equipment build and maintain customer relationships provide service and technical support for all e3 equipment offerings ensuring calibration and preventative maintenance is completed as scheduled according to service agreement collaboration with office administrator to ensure scheduling of equipment calibrations is as required maintain accurate records of customer contact and equipment prospect for new service and generate sales leads for regional sales manager follow up 80 travel to customers location within assigned territory works independently with minimal supervision responsible for calibration of equipment received at the regional office schedule return to customer when completed company vehicle provided all other duties as assigned qualifications required skills abilities effective verbal written communication with professional appearance excellent interpersonal and customer service skills excellent sales and customer service skills excellent organizational skills and attention to detail excellent time management skills with a proven ability to meet deadlines strong analytical and problem solving skills proficient with microsoft office suite and database management systems education and experience high school diploma or ged required 2 year technical or engineering degree or related experience required in lieu of degree certificate willingness to follow the guidelines detailed in the proficiency and certification handbook must have a valid driver s license and maintain clear driving record travel this position is subject up to travel up to 80 of the time some overnight trips will be required physical requirements prolonged periods of sitting at a desk and working on a computer ability to lift up to 50 pounds bending and lifting throughout the workday occasional walking stooping kneeling crawling and crouching depending on variables at customer location e3 diagnostics is an equal opportunity affirmative action employer all qualified applicants will receive consideration for employment without regard to race color religion sexual orientation sex national origin disability or protected veteran status e3
"DrChrono - Account Manager (Remote, US)",nan,https://careers.evercommerce.com/us/en/job/EVERUSR104118EXTERNALENUS/DrChrono-Account-Manager-Remote-US?utm_source=linkedin&utm_medium=phenom-feeds,account manager drchrono remote evercommerce nasdaq evcm is a leading service commerce platform providing vertically tailored integrated saas solutions that help more than 600 000 global service based businesses accelerate growth streamline operations and increase retention our modern digital and mobile applications create predictable informed and convenient experiences between customers and their service professionals specializing in home field services health services and fitness wellness industries evercommerce solutions include end to end business management software embedded payment acceptance marketing technology and customer engagement applications we are building an extraordinary company and looking for talented energetic and motivated people to join our team you can learn more about our company culture and values here https careers evercommerce com us en we are looking for an account manager to focus on the growth and expansion of our current drchrono customer base this role will be focused on selling to existing customers including cross selling our partner solutions and upselling our revenue cycle management rcm offering the everhealth sales team is currently comprised of five different solution segments drchrono isalus collaboratemd updox and charge capture but the vision is to bring these different teams processes and policies together as one everhealth sales team there is much work required to make this happen but there is a clear plan and path forward our ideal candidate is a resilient self motivated sales professional who loves closing deals and providing solutions to your clients you are ready to jump into prospecting within the current customer base for account growth you can self source leads and carry opportunities to close you can communicate effectively at all levels of interaction and engagement from the discovery phase through the contracting phase the ideal candidate will have experience selling to existing saas customers and a proven track record of consistently exceeding their individual quota this individual can expertly demonstrate objection handling price negotiation and possesses a strong healthcare background and the ability to clearly explain product workflows you have a client centric and consultative approach in how you sell and while working to achieve sales goals you understand the pain points and needs of our customer base and the ability to align their needs with those of the team substantial knowledge of the healthcare industry specifically emr and practice management technology as well as a focus on revenue cycle management rcm services is required responsibilities daily reach out and prospecting into assigned segment of customer basebuild and maintain a pipeline of qualified upsell and cross sell sales opportunities that meet sales goals and defined objectives using our salesforce crm and other sales toolsdevelop plan and execute sales strategies to grow our revenue and customer basedevelop and deliver high quality demos and customer proposals that effectively communicate our solutionsmanage inbound requests from first meeting to close while self generating additional opportunities through proactive outreach effortsuse salesforce crm and other sales tools to document track and report on sales activities generate quotes sales orders and contracts and manage the sales processcoordinate closely with our implementation and rcm teams to ensure seamless onboarding for upgraded customersmaintain an understanding of the competitive market space and how to effectively position our solutions and rcm servicesparticipate in industry events trade shows etc and work with the marketing team to strengthen the organization s brand skills and experience needed for success in this role a minimum of 2 years of sales and account management experience selling software and or healthcare services with the ability to build client relationships and grow existing accountspossess strong technical skills with an ability to quickly learn and understand domain knowledge of our target medical specialtiescomfortable questioning status quo with a physician owner to affect change for the physician ownerproven track record of managing the sales cycle from start to finish and have consistently attained or exceeded sales targets and quotasability to work autonomously and without daily management oversightobsessed with exceeding established goals and key performance indicators kpis on a daily weekly and monthly basishighly organized possess strong time management skillsa team player with entrepreneurial spirits you come up with and are willing to try new ideas to achieve greater levels of success and demonstrate a real passion to learn and grow within the company experience in performing virtual client presentations and demonstrationsthrive in a fast paced innovative and dynamic environment ability to take successes and challenges in stride where the evercommerce team is distributed globally with teams in the u s canada the u k jordan new zealand and australia with a widely distributed team we are used to working remotely across different time zones this role can be based anywhere in the united states if you re close to one of our offices we can set you up in office or you can work 100 remotely please note that you must be eligible to work without sponsorship to qualify for this position and this role may require travel to our corporate headquarters in denver colorado or to other office locations around north america benefits and perks flexibility to work where how you want within your country of employment in office remote or hybridcontinued investment in your professional development through udemyrobust health and wellness benefits including an annual wellness stipend401k with up to a 4 match and immediate vestingflexible and generous fto time offemployee stock purchase programstudent loan repayment program compensation the target base compensation for this position is 60 000 to 70 000 plus uncapped monthly commissions with an ote from 90 000 to 100 000 final offer amounts are determined by multiple factors including location local market variances and candidate experience and expertise and may vary from the amounts listed above evercommerce is an equal opportunity employer and we value diversity at our company we do not discriminate on the basis of race religion color national origin gender identity sexual orientation age marital status veteran status or disability status we look forward to reviewing your credentials and getting to know more about your experience
Head of Sales,nan,,head of sales all in one artificial superintelligence doctor hybrid are you a brilliant sales leader who d be interested in the continued creation of the world s first revolutionary all in one artificial superintelligence doctor this is an exclusive chance to join a team from companies like google openai and seasoned repeat founders who have built startups that have scaled from 0 to the multi millions nothing is more impactful than saving lives so this incredibly talented team which includes some of the brightest minds in ai has created an all in one ai medical assistant designed to improve the quality of healthcare for millions around the world forever aim saving lives x road to becoming a trillion dollar company x world s best artifical superintelligence doctor the basics head of salesfull timelocation san jose wfh flexibilitypackage we are very open minded about salary package want to speak to the world s best you will be a hands on leader one of the sales team members and responsible for leading a dedicated sales team to market you will work closely with the cto and closely with product data engineering and other teams to create the foundations of the sales function for the business venchr is an equal opportunity employer all qualified applicants will receive consideration for employment without regard to age ancestry color family or medical care leave gender identity or expression genetic information marital status medical condition national origin physical or mental disability political affiliation protected veteran status race religion sex including pregnancy sexual orientation or any other characteristic protected by applicable laws regulations and ordinances
Relationship Banker,nan,https://careers.bankofamerica.com/en-us/job-detail/24013383/relationship-banker-northbrook-illinois-united-states,job description at bank of america we are guided by a common purpose to help make financial lives better through the power of every connection responsible growth is how we run our company and how we deliver for our clients teammates communities and shareholders every day one of the keys to driving responsible growth is being a great place to work for our teammates around the world we re devoted to being a diverse and inclusive workplace for everyone we hire individuals with a broad range of backgrounds and experiences and invest heavily in our teammates and their families by offering competitive benefits to support their physical emotional and financial well being bank of america believes both in the importance of working together and offering flexibility to our employees we use a multi faceted approach for flexibility depending on the various roles in our organization working at bank of america will give you a great career with opportunities to learn grow and make an impact along with the power to make a difference join us job description this job is responsible for engaging clients in the lobby to educate and assist with conducting transactions through self service resources such as mobile banking online banking or atm key responsibilities include accurately and efficiently processing cash transactions for clients as needed job expectations include having deep conversations with clients to gain in depth knowledge of the financial and life priorities and connecting clients to solutions that meet the financial goals responsibilities executes the bank s risk culture and strives for operational excellencebuilds relationships with clients to meet financial needsfollows established processes and guidelines in daily activities to do what is right for clients and the bank adhering to all applicable laws and regulationsgrows business knowledge and network by partnering with experts in small business lending and investmentsmanages financial center traffic appointments and outbound calls effectivelydrives the client experiencemanages cash responsibilities required qualifications is an enthusiastic highly motivated self starter with a strong work ethic and intense focus on results acting in the best interest of the client collaborates effectively to get things done building and nurturing strong relationships displays passion commitment and drive to deliver an experience that improves our clients financial lives is confident in identifying solutions for new and existing clients based on their needs communicates effectively and confidently and is comfortable engaging all clients has the ability to learn and adapt to new information and technology platforms is confident in educating clients on how to conduct simple banking transactions through self service technologies for example atm online banking mobile banking applies strong critical thinking and problem solving skills to meet clients needs will follow established processes and guidelines in daily activities to do what is right for clients and the bank adhering to all applicable laws and regulations efficiently manages time and capacity focuses on results while acting in the best interest of the client can be flexible to work weekends and or extended hours as needed desired qualifications experience in financial services and knowledge of financial services industry products and solutions one year of demonstrated successful sales experience in a salary plus incentive environment with individual sales goals six months of cash handling experience bachelor s degree or business relevant associate degree such as business management business administration or finance skills adaptabilitybusiness acumencustomer and client focusoral communicationsproblem solvingaccount managementclient experience brandingclient managementclient solutions advisoryrelationship buildingbusiness developmentpipeline managementprospectingreferral identificationreferral management shift 1st shift united states of america hours per week 40
Mechanical Design Engineer,nan,,summary millwood inc is a leading provider of pallets unit load technology custom engineered material handling solutions and erosion control wood waste recycling and removal services across the continental united states millwood is currently seeking a highly skilled mechanical design engineer the ideal mechanical designer must be up to date with state of the art mechanical processes and technology with a passion to design develop and test mechanical components the candidate must thrive in a challenging environment experimentation and innovation are the cornerstones of the mechanical design engineer job profile we re seeking a team player that can work alongside clients executive members manufacturing teams and engineers this is a project based role and will require a great amount of travel to different plants as needed objectives of this roletranslate the client s briefing to components through innovative and reliable mechanical product developmentoversee the entire lifecycle of the machine design process from planning and design to testing and implementationact as a bridge between the company client and manufactureranalyze the mechanical design and refine it as per the requirementadhere to national and local compliance regulations and standards along with keeping in mind the ethos of the company responsibilitiesdesign and develop mechanical systems keeping in mind the budget timelines and other essential resourcesreport to the senior mechanical design engineers and report to the company regarding the status of each projectperform regular tests and experiments to determine how to better improve a componentuse cad or cam programs to plan the mechanical design projectstroubleshoot problems and devise solutions to resolve themresearch and keep up with the dynamic technology and trends in the mechanical design spectrum required skills and qualificationsbachelor s degree in mechanical engineering or related fieldminimum of 2 years experience in an engineering disciplineexperience using cad or cam softwareevaluates manufacturing processes by designing cad drawings in coordination with operations for optimizing processesability to travel up to 75 improves manufacturing efficiency by analyzing and planning workflow space requirements and equipment layout develops manufacturing processes by studying product requirements researching testing methods and conferring with equipment vendors assures product and process quality by designing testing methods provides manufacturing decision making information by calculating production labor and material costs prepares product and process reports by collecting analyzing and summarizing information and trends provides manufacturing engineering information by answering questions and requests maintains product and company reputation by complying with government regulations keeps equipment operational by coordinating maintenance and repair services maintains product and process database by writing computer programs and entering data completes design and development projects by training and guiding technicians maintains professional and technical knowledge by attending educational workshops qualifications and skillsstrong analytical skillsexcellent problem solving skillstakes initiativerelevant technological knowledgeability to lead and work independentlystrong written and verbal communication skills disclaimer this is not necessarily an exhaustive list of all responsibilities duties skills efforts requirements or working conditions associated with the job while this is intended to be an accurate reflection of the current job management reserves the right to revise the job or to require that other or different tasks be performed as assigned
Production Operator,nan,https://jobs.trnstaffing.com/Production-Operator-Jobs-in-Hodgenville-KY/11063164,job description production operator 1st shift pay rate 15 00 an hour location hodgenville ky hours 5 00 am 5 00 pm monday friday a vehicle parts manufacturing company in hodgenville kentucky is hiring for production operators on 1st shift this company offers full time schedules just raised their starting pay and they are expanding apply today to reserve your path to success with the reserves network production operator benefits and perks temp to hire opportunity with potential for career growth and stabilitypay starting at 15 00 an hour weekly pay weekends offon site position located in hodgenville just minutes outside of elizabethtown medical dental and vision insurance as well as a 401k plan production operator responsibilities loading and unloading machineslifting trays in and out of machinesinput data to maintain required measurementsquality checks inspections production operator qualifications high school diploma or ged 6 months of warehouse experience preferred able to lift up to 50 pounds able to work overtimemust be able to pass a pre employment screening your new organization join a team that values all employees and provides competitive compensation enjoy health vision and dental insurance plans trn fosters internal growth has a great culture and is dedicated to a fantastic mission how to apply submit your application for consideration for this and other positions with the reserves network gain exclusive access to our mobile app for job notifications your career partner the reserves network a veteran founded and family owned company specializes in connecting exceptional talent with rewarding opportunities with extensive industry experience we are dedicated to helping you achieve your professional goals and shine in your field the reserves network values diversity and encourages applicants from all backgrounds to apply as an equal opportunity employer we foster an environment of respect integrity and trust in every aspect of employment
Products Liability/Class Actions Associate Attorney,nan,,the san francisco office of lewis brisbois a full service amlaw 100 firm is actively seeking an attorney to join its products liability practice the ideal candidate will have strong research and writing skills and at least one 1 to seven 7 years of experience in all phases of products liability litigation including case management motion practice and discovery as well as handling hearings depositions arbitrations and trials admission to the california bar is required lewis brisbois is proud to have developed one of the nation s strongest and most diversified products liability departments we serve a wide range of products liability needs for our clients with an emphasis on acting as trial counsel in federal and state courts and serving as regional or national coordinating counsel the products liability practice group s trial counsel is experienced in representing manufacturers distributors and retailers regarding a wide variety of products major areas of our products liability practice involve members of the automotive industry chemical companies manufacturers of industrial machinery medical device manufacturers pharmaceutical companies food processors and retailers and consumer products manufacturers although we would prefer that you have some experience in products liability law we are also interested in working with developing talented attorneys who come to us with excellent skills in any litigation arena if you have substantive litigation experience a demonstrated interest in products liability law and are looking for an opportunity in a growing collaborative firm we invite you to apply lewis brisbois offers competitive compensation and in addition we offer a range of benefits including medical dental life insurance 401 k with employer contribution pto for eligible classifications and a bonus for those who exceed their minimum hourly requirements qualifications minimum salary usd 120 000 00 yr maximum salary usd 170 000 00 yr
